[2024-06-06T16:24:42.788+0530] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-06-06T16:24:42.842+0530] {taskinstance.py:2073} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: my_data_pipeline_dag.collect_data_3 manual__2024-06-06T10:52:24.734916+00:00 [queued]>
[2024-06-06T16:24:42.892+0530] {taskinstance.py:2073} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: my_data_pipeline_dag.collect_data_3 manual__2024-06-06T10:52:24.734916+00:00 [queued]>
[2024-06-06T16:24:42.892+0530] {taskinstance.py:2303} INFO - Starting attempt 1 of 2
[2024-06-06T16:24:42.950+0530] {taskinstance.py:2327} INFO - Executing <Task(BashOperator): collect_data_3> on 2024-06-06 10:52:24.734916+00:00
[2024-06-06T16:24:42.962+0530] {standard_task_runner.py:63} INFO - Started process 51210 to run task
[2024-06-06T16:24:42.978+0530] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'my_data_pipeline_dag', 'collect_data_3', 'manual__2024-06-06T10:52:24.734916+00:00', '--job-id', '78', '--raw', '--subdir', 'DAGS_FOLDER/my_first_dag.py', '--cfg-path', '/tmp/tmpwzuij01e']
[2024-06-06T16:24:42.981+0530] {standard_task_runner.py:91} INFO - Job 78: Subtask collect_data_3
[2024-06-06T16:24:43.093+0530] {task_command.py:426} INFO - Running <TaskInstance: my_data_pipeline_dag.collect_data_3 manual__2024-06-06T10:52:24.734916+00:00 [running]> on host DESKTOP-J05K55U.
[2024-06-06T16:24:43.176+0530] {taskinstance.py:2644} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='airflow@example.com' AIRFLOW_CTX_DAG_OWNER='airflow' AIRFLOW_CTX_DAG_ID='my_data_pipeline_dag' AIRFLOW_CTX_TASK_ID='collect_data_3' AIRFLOW_CTX_EXECUTION_DATE='2024-06-06T10:52:24.734916+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-06-06T10:52:24.734916+00:00'
[2024-06-06T16:24:43.178+0530] {taskinstance.py:430} INFO - ::endgroup::
[2024-06-06T16:24:43.179+0530] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2024-06-06T16:24:43.179+0530] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'python "/home/wsl/airflow/dags/Collect Data/test.py"']
[2024-06-06T16:24:43.193+0530] {subprocess.py:86} INFO - Output:
[2024-06-06T16:24:49.849+0530] {subprocess.py:93} INFO - 24/06/06 16:24:49 WARN Utils: Your hostname, DESKTOP-J05K55U resolves to a loopback address: 127.0.1.1; using 172.31.56.255 instead (on interface eth0)
[2024-06-06T16:24:49.853+0530] {subprocess.py:93} INFO - 24/06/06 16:24:49 WARN Utils: Set SPARK_LOCAL_IP if you need to bind to another address
[2024-06-06T16:24:51.471+0530] {subprocess.py:93} INFO - Setting default log level to "WARN".
[2024-06-06T16:24:51.471+0530] {subprocess.py:93} INFO - To adjust logging level use sc.setLogLevel(newLevel). For SparkR, use setLogLevel(newLevel).
[2024-06-06T16:24:52.049+0530] {subprocess.py:93} INFO - 24/06/06 16:24:52 WARN NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
[2024-06-06T16:24:53.249+0530] {subprocess.py:93} INFO - 24/06/06 16:24:53 WARN Utils: Service 'SparkUI' could not bind on port 4040. Attempting port 4041.
[2024-06-06T16:25:04.676+0530] {subprocess.py:93} INFO - [Stage 0:>                                                          (0 + 1) / 1][Stage 0:===========================================================(1 + 0) / 1]                                                                                [Stage 3:>                                                          (0 + 1) / 1]                                                                                <pyspark.sql.session.SparkSession object at 0x7f6bf8571ae0>
[2024-06-06T16:25:04.676+0530] {subprocess.py:93} INFO - +----------+---------+-----------+------+------+
[2024-06-06T16:25:04.676+0530] {subprocess.py:93} INFO - |      date|continent|   location| cases|deaths|
[2024-06-06T16:25:04.683+0530] {subprocess.py:93} INFO - |2020-04-24|     Asia|Afghanistan|  1226|    40|
[2024-06-06T16:25:04.683+0530] {subprocess.py:93} INFO - |2020-04-25|     Asia|Afghanistan|  1330|    43|
[2024-06-06T16:25:04.683+0530] {subprocess.py:93} INFO - |2020-04-26|     Asia|Afghanistan|  1463|    49|
[2024-06-06T16:25:04.683+0530] {subprocess.py:93} INFO - |2020-04-27|     Asia|Afghanistan|  1531|    50|
[2024-06-06T16:25:04.683+0530] {subprocess.py:93} INFO - |2020-04-28|     Asia|Afghanistan|  1703|    60|
[2024-06-06T16:25:04.684+0530] {subprocess.py:93} INFO - |2020-04-29|     Asia|Afghanistan|  1827|    60|
[2024-06-06T16:25:04.684+0530] {subprocess.py:93} INFO - |2020-04-30|     Asia|Afghanistan|  1827|    60|
[2024-06-06T16:25:04.684+0530] {subprocess.py:93} INFO - |2020-05-01|     Asia|Afghanistan|  2171|    64|
[2024-06-06T16:25:04.684+0530] {subprocess.py:93} INFO - |2020-05-02|     Asia|Afghanistan|  2469|    72|
[2024-06-06T16:25:04.684+0530] {subprocess.py:93} INFO - |2020-05-03|     Asia|Afghanistan|  2469|    72|
[2024-06-06T16:25:04.684+0530] {subprocess.py:93} INFO - |2020-05-04|     Asia|Afghanistan|  2469|    72|
[2024-06-06T16:25:04.685+0530] {subprocess.py:93} INFO - |2020-05-05|     Asia|Afghanistan|  2469|    72|
[2024-06-06T16:25:04.685+0530] {subprocess.py:93} INFO - |2020-05-06|     Asia|Afghanistan|  3224|    95|
[2024-06-06T16:25:04.685+0530] {subprocess.py:93} INFO - |2020-05-07|     Asia|Afghanistan|  3392|   104|
[2024-06-06T16:25:04.685+0530] {subprocess.py:93} INFO - |2020-05-08|     Asia|Afghanistan|  3563|   105|
[2024-06-06T16:25:04.685+0530] {subprocess.py:93} INFO - |2020-05-09|     Asia|Afghanistan|  3563|   105|
[2024-06-06T16:25:04.686+0530] {subprocess.py:93} INFO - |2020-05-10|     Asia|Afghanistan|  4402|   119|
[2024-06-06T16:25:04.686+0530] {subprocess.py:93} INFO - |2020-05-11|     Asia|Afghanistan|  4664|   120|
[2024-06-06T16:25:04.686+0530] {subprocess.py:93} INFO - |2020-05-12|     Asia|Afghanistan|  4967|   127|
[2024-06-06T16:25:04.686+0530] {subprocess.py:93} INFO - |2020-05-13|     Asia|Afghanistan|  4967|   127|
[2024-06-06T16:25:04.686+0530] {subprocess.py:93} INFO - |2020-05-14|     Asia|Afghanistan|  5339|   136|
[2024-06-06T16:25:04.686+0530] {subprocess.py:93} INFO - |2020-05-15|     Asia|Afghanistan|  6053|   153|
[2024-06-06T16:25:04.687+0530] {subprocess.py:93} INFO - |2020-05-16|     Asia|Afghanistan|  6402|   168|
[2024-06-06T16:25:04.687+0530] {subprocess.py:93} INFO - |2020-05-17|     Asia|Afghanistan|  6635|   169|
[2024-06-06T16:25:04.687+0530] {subprocess.py:93} INFO - |2020-05-18|     Asia|Afghanistan|  7072|   173|
[2024-06-06T16:25:04.687+0530] {subprocess.py:93} INFO - |2020-05-19|     Asia|Afghanistan|  7655|   177|
[2024-06-06T16:25:04.687+0530] {subprocess.py:93} INFO - |2020-05-20|     Asia|Afghanistan|  8145|   187|
[2024-06-06T16:25:04.687+0530] {subprocess.py:93} INFO - |2020-05-21|     Asia|Afghanistan|  8676|   193|
[2024-06-06T16:25:04.688+0530] {subprocess.py:93} INFO - |2020-05-22|     Asia|Afghanistan|  9216|   205|
[2024-06-06T16:25:04.688+0530] {subprocess.py:93} INFO - |2020-05-23|     Asia|Afghanistan|  9952|   215|
[2024-06-06T16:25:04.688+0530] {subprocess.py:93} INFO - |2020-05-24|     Asia|Afghanistan| 10668|   222|
[2024-06-06T16:25:04.688+0530] {subprocess.py:93} INFO - |2020-05-25|     Asia|Afghanistan| 11180|   223|
[2024-06-06T16:25:04.688+0530] {subprocess.py:93} INFO - |2020-05-26|     Asia|Afghanistan| 11917|   224|
[2024-06-06T16:25:04.688+0530] {subprocess.py:93} INFO - |2020-05-27|     Asia|Afghanistan| 12465|   230|
[2024-06-06T16:25:04.689+0530] {subprocess.py:93} INFO - |2020-05-28|     Asia|Afghanistan| 13102|   239|
[2024-06-06T16:25:04.689+0530] {subprocess.py:93} INFO - |2020-05-29|     Asia|Afghanistan| 13745|   250|
[2024-06-06T16:25:04.689+0530] {subprocess.py:93} INFO - |2020-05-30|     Asia|Afghanistan| 14529|   252|
[2024-06-06T16:25:04.689+0530] {subprocess.py:93} INFO - |2020-05-31|     Asia|Afghanistan| 15180|   254|
[2024-06-06T16:25:04.689+0530] {subprocess.py:93} INFO - |2020-06-01|     Asia|Afghanistan| 15836|   269|
[2024-06-06T16:25:04.690+0530] {subprocess.py:93} INFO - |2020-06-02|     Asia|Afghanistan| 16578|   274|
[2024-06-06T16:25:04.690+0530] {subprocess.py:93} INFO - |2020-06-03|     Asia|Afghanistan| 17353|   298|
[2024-06-06T16:25:04.690+0530] {subprocess.py:93} INFO - |2020-06-04|     Asia|Afghanistan| 17977|   303|
[2024-06-06T16:25:04.690+0530] {subprocess.py:93} INFO - |2020-06-05|     Asia|Afghanistan| 19055|   313|
[2024-06-06T16:25:04.690+0530] {subprocess.py:93} INFO - |2020-06-06|     Asia|Afghanistan| 19637|   331|
[2024-06-06T16:25:04.690+0530] {subprocess.py:93} INFO - |2020-06-07|     Asia|Afghanistan| 20428|   361|
[2024-06-06T16:25:04.691+0530] {subprocess.py:93} INFO - |2020-06-08|     Asia|Afghanistan| 21003|   373|
[2024-06-06T16:25:04.691+0530] {subprocess.py:93} INFO - |2020-06-09|     Asia|Afghanistan| 21308|   380|
[2024-06-06T16:25:04.691+0530] {subprocess.py:93} INFO - |2020-06-10|     Asia|Afghanistan| 22228|   409|
[2024-06-06T16:25:04.691+0530] {subprocess.py:93} INFO - |2020-06-11|     Asia|Afghanistan| 22976|   430|
[2024-06-06T16:25:04.692+0530] {subprocess.py:93} INFO - |2020-06-12|     Asia|Afghanistan| 23632|   450|
[2024-06-06T16:25:04.692+0530] {subprocess.py:93} INFO - |2020-06-13|     Asia|Afghanistan| 24188|   455|
[2024-06-06T16:25:04.693+0530] {subprocess.py:93} INFO - |2020-06-14|     Asia|Afghanistan| 24852|   475|
[2024-06-06T16:25:04.693+0530] {subprocess.py:93} INFO - |2020-06-15|     Asia|Afghanistan| 25613|   480|
[2024-06-06T16:25:04.693+0530] {subprocess.py:93} INFO - |2020-06-16|     Asia|Afghanistan| 25719|   488|
[2024-06-06T16:25:04.693+0530] {subprocess.py:93} INFO - |2020-06-17|     Asia|Afghanistan| 26960|   508|
[2024-06-06T16:25:04.693+0530] {subprocess.py:93} INFO - |2020-06-18|     Asia|Afghanistan| 27423|   550|
[2024-06-06T16:25:04.693+0530] {subprocess.py:93} INFO - |2020-06-19|     Asia|Afghanistan| 27964|   552|
[2024-06-06T16:25:04.693+0530] {subprocess.py:93} INFO - |2020-06-20|     Asia|Afghanistan| 28383|   552|
[2024-06-06T16:25:04.694+0530] {subprocess.py:93} INFO - |2020-06-21|     Asia|Afghanistan| 28919|   585|
[2024-06-06T16:25:04.694+0530] {subprocess.py:93} INFO - |2020-06-22|     Asia|Afghanistan| 29229|   602|
[2024-06-06T16:25:04.694+0530] {subprocess.py:93} INFO - |2020-06-23|     Asia|Afghanistan| 29567|   622|
[2024-06-06T16:25:04.694+0530] {subprocess.py:93} INFO - |2020-06-24|     Asia|Afghanistan| 29726|   643|
[2024-06-06T16:25:04.694+0530] {subprocess.py:93} INFO - |2020-06-25|     Asia|Afghanistan| 30261|   679|
[2024-06-06T16:25:04.694+0530] {subprocess.py:93} INFO - |2020-06-26|     Asia|Afghanistan| 30346|   684|
[2024-06-06T16:25:04.694+0530] {subprocess.py:93} INFO - |2020-06-27|     Asia|Afghanistan| 30702|   707|
[2024-06-06T16:25:04.694+0530] {subprocess.py:93} INFO - |2020-06-28|     Asia|Afghanistan| 31053|   733|
[2024-06-06T16:25:04.694+0530] {subprocess.py:93} INFO - |2020-06-29|     Asia|Afghanistan| 31324|   737|
[2024-06-06T16:25:04.694+0530] {subprocess.py:93} INFO - |2020-06-30|     Asia|Afghanistan| 31445|   739|
[2024-06-06T16:25:04.695+0530] {subprocess.py:93} INFO - |2020-07-01|     Asia|Afghanistan| 31848|   778|
[2024-06-06T16:25:04.695+0530] {subprocess.py:93} INFO - |2020-07-02|     Asia|Afghanistan| 32108|   811|
[2024-06-06T16:25:04.695+0530] {subprocess.py:93} INFO - |2020-07-03|     Asia|Afghanistan| 32410|   823|
[2024-06-06T16:25:04.695+0530] {subprocess.py:93} INFO - |2020-07-04|     Asia|Afghanistan| 32758|   830|
[2024-06-06T16:25:04.695+0530] {subprocess.py:93} INFO - |2020-07-05|     Asia|Afghanistan| 33037|   868|
[2024-06-06T16:25:04.695+0530] {subprocess.py:93} INFO - |2020-07-06|     Asia|Afghanistan| 33150|   891|
[2024-06-06T16:25:04.695+0530] {subprocess.py:93} INFO - |2020-07-07|     Asia|Afghanistan| 33470|   924|
[2024-06-06T16:25:04.695+0530] {subprocess.py:93} INFO - |2020-07-08|     Asia|Afghanistan| 33680|   940|
[2024-06-06T16:25:04.696+0530] {subprocess.py:93} INFO - |2020-07-09|     Asia|Afghanistan| 33739|   941|
[2024-06-06T16:25:04.696+0530] {subprocess.py:93} INFO - |2020-07-10|     Asia|Afghanistan| 34280|   975|
[2024-06-06T16:25:04.696+0530] {subprocess.py:93} INFO - |2020-07-11|     Asia|Afghanistan| 34437|   979|
[2024-06-06T16:25:04.696+0530] {subprocess.py:93} INFO - |2020-07-12|     Asia|Afghanistan| 34537|  1014|
[2024-06-06T16:25:04.696+0530] {subprocess.py:93} INFO - |2020-07-13|     Asia|Afghanistan| 34541|  1016|
[2024-06-06T16:25:04.696+0530] {subprocess.py:93} INFO - |2020-07-14|     Asia|Afghanistan| 34826|  1049|
[2024-06-06T16:25:04.696+0530] {subprocess.py:93} INFO - |2020-07-15|     Asia|Afghanistan| 35026|  1098|
[2024-06-06T16:25:04.696+0530] {subprocess.py:93} INFO - |2020-07-16|     Asia|Afghanistan| 35156|  1117|
[2024-06-06T16:25:04.696+0530] {subprocess.py:93} INFO - |2020-07-17|     Asia|Afghanistan| 35315|  1151|
[2024-06-06T16:25:04.696+0530] {subprocess.py:93} INFO - |2020-07-18|     Asia|Afghanistan| 35375|  1151|
[2024-06-06T16:25:04.696+0530] {subprocess.py:93} INFO - |2020-07-19|     Asia|Afghanistan| 35561|  1185|
[2024-06-06T16:25:04.697+0530] {subprocess.py:93} INFO - |2020-07-20|     Asia|Afghanistan| 35595|  1187|
[2024-06-06T16:25:04.697+0530] {subprocess.py:93} INFO - |2020-07-21|     Asia|Afghanistan| 35701|  1188|
[2024-06-06T16:25:04.697+0530] {subprocess.py:93} INFO - |2020-07-22|     Asia|Afghanistan| 35813|  1194|
[2024-06-06T16:25:04.697+0530] {subprocess.py:93} INFO - |2020-07-23|     Asia|Afghanistan| 36001|  1215|
[2024-06-06T16:25:04.697+0530] {subprocess.py:93} INFO - |2020-07-24|     Asia|Afghanistan| 36067|  1229|
[2024-06-06T16:25:04.697+0530] {subprocess.py:93} INFO - |2020-07-25|     Asia|Afghanistan| 36122|  1250|
[2024-06-06T16:25:04.697+0530] {subprocess.py:93} INFO - |2020-07-26|     Asia|Afghanistan| 36243|  1263|
[2024-06-06T16:25:04.697+0530] {subprocess.py:93} INFO - |2020-07-27|     Asia|Afghanistan| 36349|  1273|
[2024-06-06T16:25:04.697+0530] {subprocess.py:93} INFO - |2020-07-28|     Asia|Afghanistan| 36454|  1274|
[2024-06-06T16:25:04.697+0530] {subprocess.py:93} INFO - |2020-07-29|     Asia|Afghanistan| 36557|  1275|
[2024-06-06T16:25:04.697+0530] {subprocess.py:93} INFO - |2020-07-30|     Asia|Afghanistan| 36628|  1275|
[2024-06-06T16:25:04.698+0530] {subprocess.py:93} INFO - |2020-07-31|     Asia|Afghanistan| 36628|  1275|
[2024-06-06T16:25:04.698+0530] {subprocess.py:93} INFO - |2020-08-01|     Asia|Afghanistan| 36796|  1287|
[2024-06-06T16:25:04.698+0530] {subprocess.py:93} INFO - |2020-08-02|     Asia|Afghanistan| 36796|  1287|
[2024-06-06T16:25:04.698+0530] {subprocess.py:93} INFO - |2020-08-03|     Asia|Afghanistan| 36796|  1287|
[2024-06-06T16:25:04.698+0530] {subprocess.py:93} INFO - |2020-08-04|     Asia|Afghanistan| 36833|  1292|
[2024-06-06T16:25:04.698+0530] {subprocess.py:93} INFO - |2020-08-05|     Asia|Afghanistan| 36915|  1298|
[2024-06-06T16:25:04.698+0530] {subprocess.py:93} INFO - |2020-08-06|     Asia|Afghanistan| 36982|  1302|
[2024-06-06T16:25:04.698+0530] {subprocess.py:93} INFO - |2020-08-07|     Asia|Afghanistan| 37023|  1302|
[2024-06-06T16:25:04.698+0530] {subprocess.py:93} INFO - |2020-08-08|     Asia|Afghanistan| 37101|  1311|
[2024-06-06T16:25:04.698+0530] {subprocess.py:93} INFO - |2020-08-09|     Asia|Afghanistan| 37140|  1316|
[2024-06-06T16:25:04.698+0530] {subprocess.py:93} INFO - |2020-08-10|     Asia|Afghanistan| 37140|  1316|
[2024-06-06T16:25:04.698+0530] {subprocess.py:93} INFO - |2020-08-11|     Asia|Afghanistan| 37355|  1348|
[2024-06-06T16:25:04.699+0530] {subprocess.py:93} INFO - |2020-08-12|     Asia|Afghanistan| 37431|  1358|
[2024-06-06T16:25:04.699+0530] {subprocess.py:93} INFO - |2020-08-13|     Asia|Afghanistan| 37510|  1367|
[2024-06-06T16:25:04.699+0530] {subprocess.py:93} INFO - |2020-08-14|     Asia|Afghanistan| 37517|  1367|
[2024-06-06T16:25:04.699+0530] {subprocess.py:93} INFO - |2020-08-15|     Asia|Afghanistan| 37637|  1374|
[2024-06-06T16:25:04.699+0530] {subprocess.py:93} INFO - |2020-08-16|     Asia|Afghanistan| 37682|  1379|
[2024-06-06T16:25:04.699+0530] {subprocess.py:93} INFO - |2020-08-17|     Asia|Afghanistan| 37682|  1379|
[2024-06-06T16:25:04.699+0530] {subprocess.py:93} INFO - |2020-08-18|     Asia|Afghanistan| 37685|  1379|
[2024-06-06T16:25:04.699+0530] {subprocess.py:93} INFO - |2020-08-19|     Asia|Afghanistan| 37685|  1379|
[2024-06-06T16:25:04.699+0530] {subprocess.py:93} INFO - |2020-08-20|     Asia|Afghanistan| 37845|  1387|
[2024-06-06T16:25:04.699+0530] {subprocess.py:93} INFO - |2020-08-21|     Asia|Afghanistan| 37942|  1389|
[2024-06-06T16:25:04.699+0530] {subprocess.py:93} INFO - |2020-08-22|     Asia|Afghanistan| 37980|  1389|
[2024-06-06T16:25:04.700+0530] {subprocess.py:93} INFO - |2020-08-23|     Asia|Afghanistan| 38039|  1389|
[2024-06-06T16:25:04.700+0530] {subprocess.py:93} INFO - |2020-08-24|     Asia|Afghanistan| 38085|  1391|
[2024-06-06T16:25:04.700+0530] {subprocess.py:93} INFO - |2020-08-25|     Asia|Afghanistan| 38156|  1401|
[2024-06-06T16:25:04.700+0530] {subprocess.py:93} INFO - |2020-08-26|     Asia|Afghanistan| 38199|  1405|
[2024-06-06T16:25:04.700+0530] {subprocess.py:93} INFO - |2020-08-27|     Asia|Afghanistan| 38215|  1405|
[2024-06-06T16:25:04.700+0530] {subprocess.py:93} INFO - |2020-08-28|     Asia|Afghanistan| 38226|  1406|
[2024-06-06T16:25:04.700+0530] {subprocess.py:93} INFO - |2020-08-29|     Asia|Afghanistan| 38229|  1406|
[2024-06-06T16:25:04.700+0530] {subprocess.py:93} INFO - |2020-08-30|     Asia|Afghanistan| 38229|  1406|
[2024-06-06T16:25:04.700+0530] {subprocess.py:93} INFO - |2020-08-31|     Asia|Afghanistan| 38248|  1406|
[2024-06-06T16:25:04.700+0530] {subprocess.py:93} INFO - |2020-09-01|     Asia|Afghanistan| 38282|  1410|
